name	type	units	low_cutoff	high_cutoff	reference	sampling_frequency	description
LAMG_1	SEEG	uV	0.1	1000	n/a	5000	nonsoz
LAMG_2	SEEG	uV	0.1	1000	n/a	5000	soz
LAMG_3	SEEG	uV	0.1	1000	n/a	5000	soz
LAMG_4	SEEG	uV	0.1	1000	n/a	5000	soz
LHIPO1_1	SEEG	uV	0.1	1000	n/a	5000	soz
LHIPO1_2	SEEG	uV	0.1	1000	n/a	5000	soz
LHIPO1_3	SEEG	uV	0.1	1000	n/a	5000	soz
LHIPO1_4	SEEG	uV	0.1	1000	n/a	5000	nonsoz
LHIPO2_1	SEEG	uV	0.1	1000	n/a	5000	nonsoz
LHIPO2_2	SEEG	uV	0.1	1000	n/a	5000	nonsoz
LHIPO2_3	SEEG	uV	0.1	1000	n/a	5000	nonsoz
LHIPO2_4	SEEG	uV	0.1	1000	n/a	5000	nonsoz
RAMG_1	SEEG	uV	0.1	1000	n/a	5000	soz
RAMG_2	SEEG	uV	0.1	1000	n/a	5000	nonsoz
RAMG_3	SEEG	uV	0.1	1000	n/a	5000	nonsoz
RAMG_4	SEEG	uV	0.1	1000	n/a	5000	nonsoz
RHIPO1_1	SEEG	uV	0.1	1000	n/a	5000	soz
RHIPO1_2	SEEG	uV	0.1	1000	n/a	5000	nonsoz
RHIPO1_3	SEEG	uV	0.1	1000	n/a	5000	nonsoz
